n1,n2,exact_change,approx_change
7,8,92,164
5,9,37,68
3,7,15,43
7,9,65,117
5,6,19,48
3,4,6,23
7,10,93,125
5,6,80,105
3,8,5,11
7,9,92,156
5,6,32,95
3,6,9,25
7,10,30,83
5,8,18,46
3,10,0,4
7,9,95,158
5,8,34,77
3,8,24,52
7,10,71,141
5,8,20,69
3,5,22,33
7,8,74,121
5,10,19,76
3,9,2,2
7,10,68,143
5,10,28,71
3,7,20,26
7,8,120,172
5,7,5,30
3,4,27,50
7,10,78,126
5,7,73,78
3,8,2,2
7,8,72,122
5,7,16,66
3,6,16,28
7,9,92,168
5,9,29,63
3,10,6,18
7,8,136,184
5,9,22,54
3,8,3,9
7,9,106,172
5,6,57,86
3,5,1,1
7,10,43,124
5,6,47,60
3,9,0,2
7,9,94,161
5,6,21,55
3,7,0,21
7,10,89,140
5,8,29,62
3,4,25,36
7,9,101,170
5,8,40,102
3,9,11,24
7,10,86,155
5,8,7,40
3,6,9,29
7,8,80,104
5,10,43,83
3,10,1,15
7,10,96,163
5,10,40,77
3,8,4,18
7,8,57,105
5,7,25,49
3,5,14,22
7,10,81,129
5,7,38,83
3,9,7,21
7,8,126,188
5,7,41,68
3,7,15,24
7,9,94,199
5,9,11,54
3,4,9,19
7,8,93,149
5,9,29,49
3,9,14,32
7,9,89,174
5,6,47,74
3,6,4,16
7,10,84,159
5,6,54,68
3,10,0,7
7,9,90,170
5,6,53,82
3,8,0,3
7,10,42,115
5,8,34,74
3,5,0,14
7,9,79,156
5,8,24,53
3,10,15,25
7,10,110,139
5,8,23,53
8,10,152,261
6,8,60,92
4,7,10,12
8,9,117,199
6,10,53,103
4,8,5,43
8,9,135,248
6,9,39,96
4,10,7,24
8,10,121,216
6,7,69,123
4,5,25,53
8,10,124,194
6,10,52,109
4,6,18,63
8,9,179,246
6,9,68,143
4,8,13,60
8,10,123,201
6,7,103,153
4,9,21,43
8,10,139,212
6,10,34,88
4,5,20,31
8,9,128,223
6,8,53,116
4,6,28,44
8,10,75,172
6,7,125,154
4,7,9,30
8,10,123,157
6,10,18,80
4,9,6,42
8,9,158,234
6,8,66,131
4,10,6,42
8,9,122,208
6,7,70,122
4,6,25,28
8,10,104,204
6,10,63,107
4,7,11,20
8,9,86,167
6,8,82,147
4,8,24,40
8,9,69,125
6,7,117,165
4,10,5,30
8,10,135,198
6,9,72,149
4,5,22,35
8,10,173,248
6,8,129,169
4,6,20,38
8,9,119,210
6,7,103,148
4,8,25,42
8,10,91,177
6,9,65,136
4,9,13,43
8,10,74,166
6,8,60,131
4,5,25,54
8,9,112,189
6,10,57,99
4,6,19,46
8,10,173,232
6,9,41,89
4,7,30,52
8,10,131,200
6,8,75,141
4,9,16,46
8,9,106,173
6,10,36,111
4,10,13,50
8,9,94,164
6,9,72,129
4,6,12,32
8,10,143,218
6,8,53,94
4,7,34,44
8,9,176,280
6,10,87,136
4,8,7,39
8,9,150,229
6,9,61,136
4,10,0,21
8,10,98,206
6,7,72,115
4,5,34,54
8,10,149,246
6,10,96,154
4,6,43,51
8,9,122,226
6,9,62,104
4,8,0,8
8,10,133,219
6,7,50,122
4,9,19,36
8,10,107,167
6,10,39,114
4,5,11,34
8,9,119,190
6,8,40,86
4,6,19,33
8,10,144,237
6,7,80,114
4,7,42,59
8,10,157,209
6,10,85,165
4,9,13,35
8,9,164,254
6,8,58,101
4,10,0,21
8,9,118,185
6,7,81,102
4,6,16,23
8,10,90,167
6,9,84,161
4,7,18,25
8,9,138,231
6,8,29,85
4,8,8,27
8,9,84,179
6,7,73,131
4,10,7,28
8,10,124,235
6,9,97,173
3,5,15,19
7,10,102,181
5,6,63,102
3,10,0,16
7,8,104,139
5,6,24,67
3,7,11,27
7,9,52,118
5,8,31,60
3,4,11,13
7,8,108,152
5,8,38,80
3,9,0,5
7,9,84,152
5,10,20,66
3,6,12,34
7,8,84,147
5,10,34,66
3,10,0,2
7,9,71,130
5,10,4,10
3,8,1,4
7,10,62,159
5,7,17,27
3,5,38,42
7,9,84,144
5,7,32,74
3,10,9,40
7,10,61,119
5,9,21,54
3,7,15,32
7,8,63,130
5,9,43,70
3,4,32,34
7,10,68,183
5,9,18,70
3,9,9,18
7,8,82,170
5,6,36,54
3,6,13,34
7,10,125,177
5,6,44,56
3,4,25,33
7,8,102,135
5,6,52,87
3,8,9,35
7,9,70,155
5,8,46,99
3,5,38,49
7,8,134,169
5,8,11,44
3,10,0,7
7,9,85,156
5,10,27,65
3,7,16,30
7,8,132,213
5,10,22,53
3,4,33,38
7,9,67,122
5,10,15,42
3,9,0,6
7,10,57,147
5,7,27,39
3,6,9,29
7,9,97,157
5,7,20,66
3,4,15,25
7,10,67,139
5,9,44,75
3,8,5,12
7,8,138,215
5,9,41,77
3,5,29,55
7,10,75,149
5,9,41,67
3,10,9,28
7,8,107,201
5,6,74,108
3,7,10,12
7,10,81,142
5,6,35,48
3,5,8,18
7,8,158,220
5,6,54,99
3,9,1,8
7,9,112,176
5,8,13,55
3,6,2,24
7,8,71,172
5,8,53,99
3,4,30,30
7,9,101,156
5,10,37,93
3,8,0,7
7,8,72,143
5,10,20,63
3,5,22,33
7,9,91,170
5,10,26,67
3,10,9,14
7,10,113,176
5,7,48,80
3,7,9,9
7,9,97,144
5,7,34,74
3,5,7,30
7,10,93,178
5,9,41,76
3,9,10,13
7,9,99,159
5,9,30,65
3,6,4,16
7,10,80,159
5,9,36,83
3,4,16,21
7,8,129,205
5,6,61,94
3,8,4,13
7,10,75,179
5,6,56,111
3,6,15,24
7,8,112,178
5,8,6,46
3,10,11,36
7,9,87,127
5,8,30,55
3,7,15,24
7,8,89,163
4,6,14,18
8,9,146,235
6,9,55,119
4,8,29,43
8,10,101,162
6,7,91,153
4,9,10,29
8,10,120,240
6,10,56,110
4,10,26,54
8,9,178,259
6,9,84,128
4,6,38,66
8,10,110,226
6,7,63,120
4,7,7,41
8,10,104,171
6,10,45,79
4,9,9,27
8,9,124,207
6,8,46,83
4,10,23,42
8,10,133,238
6,7,85,157
4,5,5,13
8,10,116,219
6,10,81,148
4,7,21,38
8,9,105,156
6,8,42,123
4,8,21,43
8,9,114,211
6,7,69,111
4,10,14,29
8,10,69,161
6,10,82,137
4,5,48,63
8,9,163,223
6,8,48,97
4,6,10,31
8,9,118,220
6,7,40,73
4,8,19,47
8,10,122,219
6,9,62,111
4,9,3,12
8,10,112,219
6,8,46,87
4,10,8,24
8,9,92,156
6,7,63,102
4,6,26,75
8,10,98,157
6,9,76,130
4,7,35,61
8,10,113,200
6,8,81,116
4,9,8,14
8,9,133,222
6,10,35,115
4,10,12,34
8,10,159,230
6,9,40,100
4,5,43,52
8,10,154,235
6,8,76,130
4,7,18,39
8,9,83,128
6,10,35,66
4,8,5,32
8,9,138,192
6,9,45,93
4,10,21,51
8,10,124,195
6,8,87,119
4,5,20,32
8,9,132,241
6,10,56,87
4,6,30,61
8,9,133,211
6,9,22,69
4,8,27,52
8,10,131,216
6,7,87,121
4,9,12,32
8,10,158,231
6,10,52,104
4,10,0,7
8,9,215,290
6,9,68,161
4,6,9,37
8,10,105,229
6,7,70,113
4,7,9,51
8,10,138,206
6,10,63,138
4,9,18,37
8,9,138,200
6,8,36,129
4,10,4,28
8,9,143,232
6,7,64,102
4,5,18,37
8,10,101,185
6,10,44,105
4,7,13,28
8,9,131,207
6,8,100,154
4,8,24,63
8,9,186,294
6,7,95,132
4,10,1,9
8,10,150,236
6,9,36,68
4,5,36,71
8,9,166,247
6,8,48,107
4,6,16,30
8,9,92,177
6,7,65,105
4,8,24,42
8,10,170,276
6,9,40,76
4,9,5,38
8,10,149,240
6,8,73,118
4,5,55,75
7,9,122,183
5,9,38,72
3,10,0,10
7,10,78,149
5,6,30,43
3,7,0,0
7,9,50,107
5,6,68,92
3,5,10,13
7,10,107,178
5,8,16,46
3,9,0,2
7,9,84,146
5,8,11,28
3,6,0,7
7,10,80,165
5,8,36,68
3,4,24,42
7,8,165,219
5,10,20,83
3,8,4,37
7,10,81,148
5,10,42,61
3,6,12,21
7,8,108,161
5,7,20,63
3,10,0,14
7,9,121,206
5,7,20,56
3,7,0,5
7,8,120,179
5,7,48,99
3,5,19,49
7,9,96,161
5,9,36,47
3,9,4,17
7,8,92,160
5,9,20,66
3,7,0,7
7,9,132,209
5,9,14,45
3,4,8,28
7,10,58,123
5,6,87,116
3,8,0,10
7,9,98,173
5,6,21,51
3,6,10,18
7,10,84,138
5,8,13,26
3,10,5,9
7,9,62,150
5,8,80,117
3,7,5,13
7,10,64,126
5,8,55,98
3,5,4,27
7,8,68,126
5,10,20,67
3,9,11,15
7,10,107,169
5,10,34,77
3,7,0,6
7,8,126,184
5,7,46,105
3,4,9,14
7,9,54,114
5,7,58,97
3,8,2,12
7,8,104,179
5,7,18,60
3,6,5,9
7,9,121,178
5,9,27,51
3,10,11,26
7,8,99,163
5,9,62,90
3,8,2,11
7,9,111,174
5,6,27,61
3,5,11,16
7,10,75,171
5,6,103,127
3,9,3,20
7,9,65,134
5,6,47,90
3,7,4,12
7,10,82,121
5,8,19,48
3,4,15,35
7,9,42,86
5,8,32,64
3,9,16,26
7,10,102,187
5,8,72,112
3,6,7,20
7,8,77,135
5,10,6,43
3,10,15,34
7,10,99,162
5,10,27,77
3,8,7,8
7,8,148,238
5,7,35,58
3,5,14,29
7,10,72,123
5,7,31,102
3,9,5,14
7,8,122,199
5,7,40,67
3,7,0,7
7,9,98,148
5,9,15,56
3,4,18,18
7,8,94,152
5,9,3,20
3,9,6,30
7,9,119,201
5,6,34,56
3,6,27,42
7,10,108,146
5,6,56,87
3,10,2,18
7,9,60,149
5,6,49,96
3,8,12,35
7,10,94,186
5,8,38,85
8,10,141,216
6,7,114,151
4,7,9,24
8,10,109,192
6,10,30,85
4,8,26,47
8,9,152,241
6,9,54,113
4,10,23,58
8,10,134,241
6,7,70,128
4,5,27,49
8,10,118,201
6,10,54,103
4,7,10,42
8,9,142,232
6,8,69,119
4,8,29,42
8,10,113,194
6,7,62,87
4,9,3,19
8,10,123,233
6,10,50,95
4,5,21,50
8,9,109,183
6,8,40,75
4,6,35,35
8,9,113,209
6,7,68,99
4,8,11,20
8,10,128,191
6,10,32,74
4,9,10,45
8,9,104,189
6,8,43,68
4,10,18,33
8,9,169,229
6,7,74,115
4,6,32,65
8,10,159,224
6,9,46,99
4,7,24,42
8,10,99,179
6,8,57,106
4,8,11,60
8,9,138,211
6,7,43,74
4,10,9,36
8,10,93,210
6,9,50,80
4,5,29,44
8,10,81,179
6,8,70,113
4,7,11,48
8,9,125,188
6,10,36,77
4,8,13,48
8,10,127,175
6,9,24,83
4,9,18,68
8,10,66,186
6,8,62,122
4,5,6,14
8,9,163,255
6,10,34,81
4,6,19,31
8,9,170,249
6,9,38,80
4,8,7,15
8,10,118,251
6,7,87,125
4,9,35,51
8,9,162,246
6,10,21,87
4,10,11,35
8,9,113,167
6,9,65,122
4,6,7,29
8,10,162,259
6,7,87,118
4,7,9,19
8,10,115,198
6,10,34,77
4,9,12,37
8,9,156,246
6,9,51,105
4,10,3,13
8,10,164,275
6,7,36,48
4,5,47,65
8,10,180,267
6,10,43,86
4,7,14,38
8,9,111,161
6,8,84,148
4,8,4,19
8,9,117,215
6,7,36,73
4,9,18,38
8,10,123,189
6,10,48,107
4,5,33,44
8,9,119,225
6,8,69,147
4,6,13,35
8,9,121,213
6,7,84,146
4,8,28,62
8,10,134,225
6,9,71,131
4,9,11,22
8,9,145,206
6,8,69,117
4,10,3,32
8,9,176,242
6,7,103,176
4,6,25,41
8,10,147,253
6,9,63,114
4,7,21,50
8,10,161,236
6,8,44,97
4,9,15,36
8,9,161,221
6,7,100,134
4,10,7,42
8,10,170,244
6,9,101,157
3,10,0,11
7,10,110,211
5,9,57,119
3,8,2,21
7,8,125,176
5,6,41,56
3,5,5,9
7,10,105,181
5,6,30,57
3,9,12,34
7,8,109,181
5,6,71,90
3,7,2,5
7,9,64,139
5,8,37,75
3,4,34,57
7,8,181,238
5,8,78,120
3,9,1,13
7,9,123,189
5,10,23,54
3,6,2,29
7,10,47,91
5,10,18,66
3,10,4,18
7,9,114,170
5,10,43,81
3,8,0,13
7,10,60,121
5,7,50,100
3,5,3,10
7,9,59,111
5,7,46,76
3,10,3,17
7,10,104,199
5,7,45,71
3,7,3,10
7,8,69,138
5,9,31,94
3,4,14,29
7,10,104,169
5,9,11,43
3,9,7,20
7,8,146,208
5,6,50,64
3,6,0,13
7,10,49,135
5,6,35,78
3,10,2,19
7,8,111,164
5,6,38,63
3,8,0,8
7,9,78,151
5,8,37,75
3,5,0,8
7,8,59,109
5,8,39,72
3,10,1,14
7,9,76,163
5,10,17,59
3,7,5,18
7,8,80,157
5,10,29,87
3,4,29,35
7,9,62,105
5,10,24,57
3,9,11,29
7,10,84,149
5,7,39,87
3,6,0,8
7,9,95,158
5,7,80,127
3,4,27,53
7,10,81,172
5,9,29,80
3,8,1,15
7,8,143,186
5,9,14,63
3,5,7,13
7,10,123,183
5,9,49,86
3,10,12,29
7,8,121,195
5,6,53,125
3,7,0,0
7,10,104,144
5,6,13,27
3,5,11,36
7,8,89,160
5,6,24,73
3,9,16,25
7,9,101,164
5,8,23,68
3,6,7,16
7,8,121,207
5,8,12,61
3,4,20,28
7,9,86,126
5,10,55,120
3,8,5,25
7,8,94,154
5,10,25,65
3,5,3,19
7,9,114,160
5,10,48,55
3,10,3,5
7,10,81,151
5,7,72,103
3,7,8,14
7,9,93,145
5,7,36,82
3,5,3,11
7,10,61,129
5,9,44,57
3,9,14,26
7,8,58,108
5,9,9,61
3,6,3,5
7,10,76,149
5,9,19,53
3,4,0,5
7,8,101,146
5,6,26,84
3,8,6,16
7,10,71,156
5,6,31,56
3,6,0,10
7,8,67,137
4,6,32,42
8,9,116,190
6,9,81,117
4,8,8,20
8,10,92,185
6,7,58,106
4,9,12,38
8,10,147,242
6,10,43,123
4,5,16,42
8,9,199,272
6,8,52,96
4,6,16,27
8,10,71,142
6,7,55,111
4,7,13,57
8,10,182,312
6,10,53,119
4,9,16,38
8,9,198,260
6,8,29,77
4,10,21,63
8,9,152,241
6,7,69,100
4,6,33,65
8,10,94,216
6,10,56,99
4,7,18,35
8,9,117,157
6,8,42,77
4,8,11,48
8,9,170,256
6,7,31,62
4,10,10,38
8,10,92,170
6,9,53,105
4,5,42,63
8,10,107,181
6,8,36,117
4,7,18,26
8,9,131,204
6,7,74,121
4,8,22,47
8,10,123,210
6,9,36,91
4,9,17,49
8,10,173,262
6,8,63,101
4,5,22,41
8,9,202,285
6,10,16,65
4,6,5,32
8,9,144,227
6,9,51,132
4,7,20,37
8,10,128,197
6,8,38,92
4,9,6,33
8,9,119,173
6,10,46,100
4,10,3,27
8,9,127,224
6,9,44,90
4,6,15,36
8,10,90,171
6,7,85,119
4,7,50,72
8,9,83,142
6,10,88,190
4,8,5,33
8,9,98,164
6,9,41,94
4,10,0,17
8,10,97,156
6,7,38,96
4,5,64,77
8,10,111,170
6,10,53,102
4,7,3,31
8,9,129,196
6,9,56,109
4,8,2,20
8,10,107,190
6,7,39,83
4,9,38,69
8,10,152,236
6,10,88,145
4,5,14,45
8,9,154,222
6,8,37,98
4,6,18,42
8,9,133,202
6,7,40,86
4,7,21,38
8,10,161,295
6,10,66,102
4,9,19,46
8,9,119,181
6,8,49,63
4,10,21,48
8,9,122,231
6,7,66,92
4,6,9,21
8,10,107,184
6,9,29,74
4,7,24,45
8,9,117,218
6,8,86,145
4,8,0,5
8,9,164,243
6,7,124,164
4,10,11,34
8,10,106,246
6,9,38,81
4,5,49,74
8,10,91,207
6,8,56,72
4,7,48,80
8,9,175,219
6,7,78,115
4,8,4,21
8,10,192,268
6,9,50,120
4,9,7,31
8,10,137,226
6,8,70,125
4,5,29,45
7,9,79,147
5,9,48,80
3,8,4,20
7,8,93,164
5,9,15,45
3,5,5,16
7,9,169,226
5,9,27,71
3,10,0,13
7,10,50,114
5,6,55,76
3,7,4,25
7,9,71,143
5,6,28,49
3,5,19,27
7,10,63,137
5,8,17,58
3,9,2,10
7,8,102,163
5,8,38,88
3,6,5,15
7,10,96,174
5,8,53,74
3,4,24,36
7,8,128,193
5,10,35,88
3,8,10,14
7,10,105,151
5,10,9,36
3,6,0,5
7,8,89,122
5,7,24,59
3,10,1,7
7,9,84,173
5,7,42,60
3,7,6,34
7,8,130,215
5,7,14,45
3,5,8,8
7,9,59,113
5,9,28,62
3,9,0,0
7,8,59,126
5,9,29,85
3,7,2,11
7,9,57,116
5,9,35,67
3,4,13,16
7,10,80,103
5,6,40,60
3,8,13,38
7,9,65,116
5,6,56,95
3,6,2,15
7,10,77,139
5,8,32,114
3,10,0,1
7,9,45,106
5,8,46,95
3,7,7,12
7,10,69,145
5,8,49,65
3,5,14,25
7,8,89,166
5,10,27,67
3,9,6,17
7,10,84,147
5,10,35,67
3,7,11,25
7,8,103,157
5,7,23,53
3,4,16,30
7,9,87,159
5,7,53,97
3,8,3,27
7,8,46,79
5,7,62,104
3,6,0,17
7,9,53,144
5,9,33,56
3,10,0,0
7,8,144,207
5,9,39,76
3,8,6,24
7,9,103,163
5,9,46,50
3,5,15,16
7,10,63,95
5,6,63,100
3,9,35,54
7,9,45,76
5,6,93,99
3,7,0,5
7,10,86,143
5,8,35,91
3,4,1,18
7,9,98,180
5,8,31,69
3,8,12,34
7,10,92,181
5,8,28,62
3,6,0,0
7,8,67,125
5,10,22,60
3,10,0,17
7,10,97,175
5,10,7,29
3,8,2,20
7,8,137,181
5,7,52,85
3,5,4,4
7,9,123,198
5,7,58,103
3,9,2,12
7,8,110,148
5,7,46,95
3,7,13,28
7,9,55,144
5,9,21,69
3,4,4,11
7,8,61,127
5,9,42,98
3,9,0,8
7,9,57,131
5,9,58,91
3,6,6,12
7,10,98,180
5,6,71,111
8,10,85,165
6,7,72,115
4,7,11,26
8,10,134,207
6,10,50,121
4,9,13,40
8,9,133,230
6,8,33,70
4,10,15,58
8,9,127,219
6,7,115,173
4,5,39,49
8,10,98,166
6,10,54,102
4,7,10,40
8,9,141,238
6,8,53,92
4,8,22,41
8,9,113,175
6,7,51,103
4,10,15,45
8,10,162,222
6,9,44,120
4,5,19,31
8,9,140,252
6,8,76,121
4,6,11,26
8,9,234,333
6,7,65,102
4,8,11,21
8,10,138,240
6,9,53,100
4,9,16,29
8,10,95,162
6,8,44,119
4,5,17,47
8,9,121,200
6,7,58,97
4,6,42,64
8,10,143,253
6,9,30,79
4,7,6,23
8,10,112,182
6,8,64,97
4,9,6,47
8,9,156,232
6,10,73,138
4,10,37,53
8,9,120,212
6,9,70,108
4,5,40,64
8,10,102,174
6,8,58,104
4,7,8,45
8,9,236,315
6,10,28,116
4,8,10,44
8,9,144,222
6,9,41,90
4,10,3,38
8,10,87,180
6,7,22,27
4,5,68,82
8,9,103,221
6,10,51,100
4,6,24,47
8,9,115,205
6,9,24,77
4,8,7,20
8,10,99,180
6,7,82,153
4,9,17,47
8,10,70,155
6,10,50,121
4,5,23,45
8,9,90,157
6,9,51,102
4,6,30,63
8,10,201,289
6,7,48,78
4,7,20,39
8,10,122,166
6,10,24,103
4,9,5,17
8,9,122,207
6,8,53,90
4,10,15,53
8,9,127,181
6,7,40,91
4,5,28,33
8,10,95,190
6,10,58,91
4,7,36,72
8,9,164,232
6,8,97,159
4,8,13,34
8,9,141,215
6,7,45,101
4,10,8,40
8,10,112,189
6,9,56,109
4,5,37,39
8,9,106,179
6,8,55,91
4,6,14,31
8,9,166,262
6,7,42,101
4,8,10,45
8,10,169,232
6,9,78,115
4,9,16,34
8,10,101,178
6,8,51,108
4,5,20,29
8,9,186,268
6,7,102,154
4,6,39,64
8,10,106,158
6,9,52,92
4,7,14,23
8,10,140,202
6,8,31,54
4,9,17,54
8,9,136,211
6,10,38,91
4,10,1,10
8,9,105,205
6,9,93,151
3,9,0,11
7,10,76,169
5,7,23,47
3,6,5,11
7,8,110,153
5,9,17,50
3,10,7,24
7,10,72,134
5,9,6,26
3,8,0,14
7,8,65,149
5,6,32,89
3,5,10,19
7,10,76,143
5,6,64,77
3,9,1,16
7,8,152,213
5,6,42,85
3,7,2,19
7,9,92,146
5,8,55,86
3,4,0,3
7,8,94,183
5,8,48,111
3,9,4,13
7,9,77,152
5,10,3,71
3,6,0,19
7,10,102,136
5,10,19,70
3,10,2,15
7,9,85,133
5,10,32,59
3,8,6,11
7,10,76,180
5,7,73,90
3,5,0,6
7,9,81,138
5,7,80,108
3,10,7,16
7,10,86,160
5,7,27,57
3,7,11,19
7,8,145,205
5,9,19,71
3,4,6,19
7,10,30,86
5,9,21,75
3,9,1,10
7,8,61,123
5,6,43,68
3,6,11,45
7,10,73,160
5,6,38,83
3,10,11,38
7,8,95,182
5,6,18,53
3,8,1,9
7,9,82,161
5,8,18,46
3,5,16,27
7,8,48,116
5,8,23,43
3,10,7,20
7,9,66,165
5,10,22,60
3,7,2,20
7,10,71,132
5,10,1,23
3,4,4,15
7,9,60,118
5,10,17,42
3,9,1,13
7,10,72,160
5,7,54,91
3,6,1,19
7,9,72,138
5,7,26,73
3,4,11,17
7,10,80,148
5,7,16,44
3,8,8,23
7,8,178,254
5,9,19,52
3,5,0,14
7,10,86,139
5,9,20,52
3,10,0,16
7,8,61,114
5,6,24,51
3,7,11,14
7,10,74,139
5,6,52,84
3,4,3,14
7,8,99,159
5,6,27,65
3,9,4,13
7,9,122,169
5,8,33,54
3,6,0,6
7,8,138,194
5,8,49,69
3,4,24,31
7,9,138,207
5,10,25,41
3,8,7,7
7,10,71,122
5,10,37,82
3,5,5,27
7,9,85,157
5,10,32,78
3,10,0,2
7,10,126,187
5,7,61,123
3,7,9,21
7,9,87,160
5,7,72,103
3,5,0,10
7,10,108,150
5,9,38,85
3,9,0,2
7,8,119,152
5,9,41,80
3,6,18,30
7,10,122,200
5,9,25,88
3,4,12,22
7,8,85,122
4,7,14,39
8,9,128,212
6,8,48,120
4,8,21,43
8,9,87,162
6,7,93,124
4,9,19,33
8,10,118,184
6,10,52,124
4,5,23,51
8,9,141,238
6,8,67,100
4,6,27,27
8,9,134,201
6,7,56,84
4,8,23,47
8,10,150,220
6,9,50,84
4,9,16,51
8,9,181,261
6,8,73,133
4,10,2,23
8,9,135,220
6,7,68,114
4,6,42,53
8,10,102,214
6,9,63,114
4,7,11,24
8,10,137,213
6,8,62,111
4,9,14,20
8,9,123,205
6,7,60,127
4,10,8,47
8,10,112,174
6,9,29,70
4,5,49,68
8,10,97,186
6,8,33,107
4,7,37,55
8,9,114,204
6,10,44,84
4,8,9,32
8,9,148,257
6,9,55,99
4,9,4,33
8,10,124,215
6,8,89,126
4,5,62,79
8,9,105,194
6,10,29,86
4,6,20,44
8,9,132,211
6,9,42,81
4,8,22,59
8,10,139,243
6,7,123,196
4,9,9,45
8,9,102,214
6,10,58,121
4,10,12,33
8,9,90,148
6,9,69,112
4,6,25,58
8,10,184,265
6,7,45,84
4,7,39,57
8,10,79,141
6,10,41,81
4,9,8,38
8,9,128,195
6,9,53,109
4,10,16,39
8,10,118,175
6,7,66,93
4,5,46,70
8,10,92,191
6,10,43,86
4,7,39,82
8,9,155,236
6,8,50,119
4,8,22,43
8,9,122,169
6,7,17,55
4,9,46,72
8,10,47,141
6,10,42,80
4,5,20,29
8,9,176,213
6,8,32,73
4,6,17,36
8,9,118,208
6,7,84,126
4,8,20,51
8,10,135,227
6,9,51,99
4,9,10,47
8,10,126,175
6,8,33,83
4,10,13,50
8,9,87,166
6,7,76,150
4,6,23,50
8,10,121,196
6,9,55,67
4,7,16,22
8,10,71,175
6,8,50,80
4,9,22,41
8,9,103,202
6,10,89,140
4,10,8,12
8,10,193,265
6,9,47,113
4,5,39,76
8,10,167,279
6,8,39,72
4,7,11,57
8,9,68,136
6,10,39,88
4,8,5,31
8,9,164,257
6,9,53,93
4,10,11,26
8,10,80,141
6,8,78,165
4,5,22,29
8,9,116,184
5,7,47,64
3,6,1,10
7,8,94,181
5,7,22,54
3,4,37,44
7,9,90,155
5,9,16,62
3,8,0,18
7,8,46,108
5,9,50,92
3,5,4,13
7,9,71,162
5,9,29,52
3,10,7,24
7,10,39,89
5,6,89,136
3,7,1,4
7,9,135,211
5,6,59,76
3,5,9,18
7,10,83,157
5,8,52,85
3,9,6,28
7,8,74,112
5,8,57,92
3,6,17,25
7,10,92,151
5,8,13,55
3,4,18,30
7,8,96,162
5,10,19,40
3,8,0,15
7,10,79,155
5,10,39,83
3,6,10,12
7,8,116,183
5,10,22,47
3,10,6,31
7,9,49,104
5,7,60,92
3,7,4,28
7,8,55,80
5,7,39,61
3,5,0,3
7,9,114,162
5,9,15,68
3,9,5,27
7,8,129,216
5,9,16,53
3,6,14,14
7,9,101,176
5,9,26,70
3,4,29,48
7,10,63,126
5,6,63,96
3,8,9,26
7,9,77,159
5,6,39,54
3,6,12,34
7,10,67,166
5,8,44,84
3,10,1,16
7,8,91,146
5,8,16,41
3,7,16,17
7,10,107,174
5,8,20,48
3,5,1,16
7,8,100,186
5,10,19,81
3,9,8,15
7,10,98,169
5,10,19,47
3,7,0,10
7,8,87,177
5,10,33,82
3,4,13,37
7,9,65,134
5,7,16,45
3,8,18,34
7,8,90,159
5,7,66,100
3,6,9,16
7,9,147,238
5,9,24,49
3,10,5,18
7,8,103,164
5,9,21,55
3,8,1,9
7,9,52,118
5,9,51,87
3,5,5,13
7,10,79,148
5,6,46,64
3,9,0,8
7,9,100,159
5,6,22,71
3,7,10,11
7,10,45,136
5,8,26,62
3,4,3,19
7,9,111,179
5,8,28,58
3,8,1,7
7,10,47,113
5,8,42,83
3,6,18,44
7,8,97,143
5,10,53,123
3,10,0,14
7,10,89,136
5,10,70,115
3,8,2,13
7,8,86,146
5,7,27,62
3,5,4,16
7,9,87,179
5,7,38,57
3,9,0,15
7,8,105,135
5,7,14,46
3,7,28,35
7,9,76,188
5,9,52,96
3,4,34,41
7,8,66,146
5,9,29,87
8,9,128,225
6,7,137,177
4,7,14,42
8,10,72,136
6,10,49,87
4,9,14,28
8,9,95,158
6,8,49,103
4,10,0,2
8,9,61,115
6,7,129,156
4,6,9,18
8,10,171,234
6,9,28,75
4,7,21,44
8,9,130,210
6,8,31,59
4,8,17,44
8,9,70,153
6,7,65,122
4,10,3,15
8,10,119,236
6,9,64,88
4,5,10,44
8,10,95,170
6,8,103,163
4,7,10,37
8,9,115,202
6,7,51,87
4,8,18,29
8,10,73,151
6,9,27,73
4,9,9,38
8,10,56,174
6,8,76,129
4,5,21,35
8,9,117,187
6,10,48,107
4,6,35,65
8,9,138,247
6,9,56,108
4,7,25,46
8,10,135,257
6,8,78,132
4,9,30,70
8,9,148,234
6,10,60,113
4,10,25,45
8,9,190,294
6,9,90,175
4,6,5,6
8,10,99,184
6,7,65,103
4,7,33,58
8,9,126,194
6,10,24,103
4,8,49,76
8,9,185,255
6,9,50,85
4,10,17,42
8,10,148,241
6,7,67,124
4,5,34,42
8,10,153,213
6,10,57,105
4,7,28,63
8,9,116,189
6,9,60,113
4,8,23,39
8,10,93,174
6,7,33,72
4,9,6,34
8,10,101,174
6,10,40,101
4,5,17,44
8,9,144,222
6,8,72,115
4,6,52,80
8,9,137,228
6,7,87,125
4,8,25,45
8,10,92,204
6,10,32,63
4,9,12,34
8,9,124,235
6,8,74,132
4,10,7,33
8,9,194,274
6,7,97,145
4,6,2,22
8,10,140,262
6,9,68,132
4,7,26,55
8,10,103,205
6,8,60,133
4,8,15,50
8,9,135,226
6,7,108,156
4,10,1,23
8,10,93,151
6,9,35,77
4,5,14,39
8,10,87,188
6,8,71,115
4,7,11,38
8,9,160,228
6,10,75,125
4,8,27,64
8,10,112,155
6,9,58,117
4,9,20,48
8,10,136,237
6,8,52,87
4,5,10,29
8,9,113,205
6,10,38,64
4,6,27,43
